break,Title,Description,Link,Length,Lecture No.,No. Clicker questions,Book,Sp 2020 Book,Homework Assignment,Review Material,Time per homework,Book Type
/Optics/Geometrical Optics,Mirror Tricks,"The path of light can be altered due to mirrors, and depending on where the light converges, our eyes can get ""tricked"" into thinking there is a real object at the location of light convergence. Prof. Hemmick explains the difference between ""real"" and ""virtual"" images which occurs from bending light. ",https://apps.tlt.stonybrook.edu/vq/themmick/276/,9:07:00,32,0,24,13,11,,38:44:00,Class
/Optics/Geometrical Optics,Lens Refraction,"Continuing the discussion on altering the path of light, Prof. Hemmick explains the process of light refracting off a lens, using what we know about light bending towards or away from the normal when light passes a glass/air boundary.",https://apps.tlt.stonybrook.edu/vq/themmick/277/,7:19:00,32,0,24,13,11,,46:03:00,Class
/Optics/Geometrical Optics,Real & Virtual Images,"Prof. Hemmick reviews, with what we've learned, when images are called ""real"" and when they are called ""virtual.""",https://apps.tlt.stonybrook.edu/vq/themmick/278/,2:17:00,32,0,24,13,11,,48:20:00,Class
/Optics/Geometrical Optics,Reflecting Off a Plane Mirror,"Continuing our discussion of geometrical optics, Prof. Hemmick explains how light is reflected off a plane mirror, and why the images seem to come from behind the mirror. Additionally, we learn why the mirror flips the image along our vertical axis, and not our horizontal axis.",https://apps.tlt.stonybrook.edu/vq/themmick/279/,11:53:00,33,0,25,13,11,,60:13:00,Class
/Optics/Geometrical Optics,Focal Point of a Curved Mirror,"Prof. Hemmick explains what we see when we reflect light off a curved mirror, and explains the importance of the focal point of the mirror. ",https://apps.tlt.stonybrook.edu/vq/themmick/280/,8:13:00,33,1,25,13,11,,68:26:00,Class
/Optics/Geometrical Optics,Depth Perception,"Prof. Hemmick suggests an experiment to turn our depth perception on and off, and suggests to visit the sphere reflector in the basement lobby of the math tower to see a ""floating"" real image, and use it to send a sound ""image"" whisper into your friend's ear!",https://apps.tlt.stonybrook.edu/vq/themmick/281/,9:51:00,33,0,25,13,11,,78:17:00,Class
/Optics/Geometrical Optics,Formulas - Focal Length & Magnification,Prof. Hemmick uses the sketch of the spherical mirror to define the formulas for a mirror's focal length and magnification. ,https://apps.tlt.stonybrook.edu/vq/themmick/282/,8:10:00,33,0,25,13,11,,86:27:00,Class
/Optics/Geometrical Optics,Geometrical Optics Table,"Prof. Hemmick defines almost all we need to know about Geometrical Optics into one table, such as identifying the signs of the object and image distance, the focal length, and the magnification. This table applies to both mirrors and lenses!",https://apps.tlt.stonybrook.edu/vq/themmick/283/,8:25:00,33,0,25,13,11,,94:52:00,Class
/Optics/Geometrical Optics,Accelerators,"We learn about Ernest Courant, who revolutionized accelerators by using the same formulas for geometric optics we learned today.",https://apps.tlt.stonybrook.edu/vq/themmick/284/,5:12:00,33,0,25,13,11,,100:04:00,Class
/Optics/Geometrical Optics,Review of Table of Signs,"From last lecture, we review the table of signs for geometrical optics which gives us information about the signs of the object, the image, focal length, and magnification. Additionally, Prof. Hemmick reviews the formulas for focal length and magnification.",https://apps.tlt.stonybrook.edu/vq/themmick/285/,7:07:00,34,0,26,14,12,,,Class
/Optics/Geometrical Optics,Distance - Objects & Images,Prof. Hemmick presents a few questions to test us on our knowledge of how to calculate the distance of objects and images for a one and two lens system. ,https://apps.tlt.stonybrook.edu/vq/themmick/286/,9:41:00,34,4,26,14,12,,,Class
/Optics/Geometrical Optics,Moving Our Lenses,"Using the setup from before, Prof. Hemmick moves the second lens and shows what happens to our object and image distances, as well as the changes in the light's path. ",https://apps.tlt.stonybrook.edu/vq/themmick/287/,11:05:00,34,0,26,14,12,,,Class
/Optics/Geometrical Optics,Outlining a Lens-Mirror Problem,"Prof. Hemmick lays out a problem of light from an object passing through a converging lens, then reflected off a concave mirror. The in and out sides are defined, along with the lens/mirror placement, radius of mirror curvature, and lens's focal length. ",https://apps.tlt.stonybrook.edu/vq/themmick/288/,6:03:00,34,0,26,14,12,,,Class
/Optics/Geometrical Optics,Solving the Lens-Mirror Problem (part a),"Using our two formulas (focal length and magnification), along with our table of signs, we go through how to solve for object and image 1 and 2. ",https://apps.tlt.stonybrook.edu/vq/themmick/289/,7:21:00,34,0,26,14,12,,,Class
/Optics/Geometrical Optics,Solving the Lens-Mirror Problem (part b),"We continue solving our lens-mirror system, this time for object and image 3. ",https://apps.tlt.stonybrook.edu/vq/themmick/290/,5:40:00,34,0,26,14,12,,,Class
/Optics/Geometrical Optics,What's on the Homework,Prof. Hemmick goes over briefly some of the homework problem structure assigned for the Geometrical Optics unit.,https://apps.tlt.stonybrook.edu/vq/themmick/291/,2:37:00,35,0,26,14,12,,,Class
/Optics/Geometrical Optics,Near-Sightedness,"Many of us are nearsighted, and we use lenses to help assist our vision. Prof. Hemmick explains how this works.",https://apps.tlt.stonybrook.edu/vq/themmick/292/,9:32:00,35,1,26,14,12,,,Class
/Optics/Geometrical Optics,Prescribing Lenses,Prof. Hemmick works through the simple math of how a prescription is determined for nearsightedness.,https://apps.tlt.stonybrook.edu/vq/themmick/293/,8:20:00,35,2,26,14,12,,,Class
/Optics/Geometrical Optics,Near-Point,"Because glasses make an image of everything, our near-point is affected. Prof. Hemmick calculates where our new near-point is while wearing the near-sighted lenses. ",https://apps.tlt.stonybrook.edu/vq/themmick/294/,4:24:00,35,0,26,14,12,,,Class
/Optics/Geometrical Optics,Reading Glasses,"In a similar way to nearsightedness, some people's eye lenses do not allow them to see objects close. Prof. Hemmick explains why this is the case. He begins by outlining a problem of picking a reading glass focal length for people to be able to read a book at a reasonable distance from their face. ",https://apps.tlt.stonybrook.edu/vq/themmick/295/,8:06:00,36,0,26,14,12,,,Class
/Optics/Geometrical Optics,Calculating Far-Sightedness,"We go through the steps of calculating how a converging lens alters our near point, to help farsighted people read.",https://apps.tlt.stonybrook.edu/vq/themmick/296/,9:22:00,36,2,26,14,12,,,Class
/Optics/Geometrical Optics,Catching a Football,"Prof. Hemmick tells a story from his youth, when getting new glasses made it hard to play football. ",https://apps.tlt.stonybrook.edu/vq/themmick/297/,2:46:00,36,0,26,14,12,,,Class
/Optics/Geometrical Optics,More About Glasses,"Prof. Hemmick talks about how to tell if someone is near-sighted or far-sighted, how to learn if you have an astigmatism, and the units used to measure our prescription strength. ",https://apps.tlt.stonybrook.edu/vq/themmick/298/,10:37:00,36,0,26,14,12,,,Class
/Optics/Geometrical Optics,Lens Maker's Formula & Math,"We briefly go over the Lens Maker's formula, and review the types of math we learned this semester (Integrals, Cramer's Rule, Families of Curves, Analogy) and introduce complex numbers. ",https://apps.tlt.stonybrook.edu/vq/themmick/299/,8:45:00,36,0,26,14,12,,111:26:00,Class
/Optics/Math,Euler's Relation,"In order to talk about complex numbers, Prof. Hemmick derives Euler's Relation, and explains how Euler used it to prove to the king that God exists.",https://apps.tlt.stonybrook.edu/vq/themmick/300/,8:01:00,36,0,27,15,,F,,Class
/Optics/Math,Why Euler is Easy,"In order to make calculations easier, we use Euler's relation to avoid having to multiply, divide, integrate, and differentiate sine and cosine. ",https://apps.tlt.stonybrook.edu/vq/themmick/301/,3:18:00,36,0,27,15,,F,,Class
/Optics/Math,Defining a Double Slit Problem,"Like previously, we define a double slit problem, and Prof. Hemmick walks through the mathematics determining constructive and destructive interference.",https://apps.tlt.stonybrook.edu/vq/themmick/302/,8:17:00,37,1,27,15,,F,,Class
/Optics/Math,Defining a Single Slit Problem,"Prof. Hemmick works through the math of adding up every small contribution of light from within the slit, as done before, and setting us up for the integral. ",https://apps.tlt.stonybrook.edu/vq/themmick/303/,8:53:00,37,2,27,15,,F,,Class
/Optics/Math,Integral for Single Slit," Prof. Hemmick sets up the integral for a single slit electric field problem, and previews why using Euler's Relation would make solving this integral (and future integrals) much simpler. ",https://apps.tlt.stonybrook.edu/vq/themmick/304/,7:35:00,37,0,27,15,,F,,Class
/Optics/Math,Integrating with Euler's Relation,"Plugging in Euler's Relation into the integral, as well as going over some basic manipulation of the function, we begin to solve for the electric field using our simplified method. ",https://apps.tlt.stonybrook.edu/vq/themmick/305/,8:07:00,37,0,27,15,,F,,Class
/Optics/Math,Solving the Integral,"Prof. Hemmick solves the integral with a now-easy u-substitution, simplifies to find the electric field, the intensity, and the zeros of the diffraction pattern. ",https://apps.tlt.stonybrook.edu/vq/themmick/306/,10:57:00,37,0,27,15,,F,,Class
/Optics/Math,Sketching Intensity,"In order to complete the problem, we make a sketch of the intensity of the single slit diffraction.",https://apps.tlt.stonybrook.edu/vq/themmick/307/,4:51:00,37,0,27,15,,F,,Class
/Optics/Math,Double Slit Euler's Relation,"In order to integrate the electric field for each ""y"" contribution, we change the electric field from a cosine function into a complex function using Euler's relation, to make the integral simpler to solve.",https://apps.tlt.stonybrook.edu/vq/themmick/308/,8:08:00,38,0,27,15,,F,,Class
/Optics/Math,Defining the Denominator,"Since we know we must sum each component of the electric field over ""y,"" Prof. Hemmick discusses how to build the relationship between dE and dy, in order to know that we've summed over each possible portion. We use what we determine in the denominator to set the integral.",https://apps.tlt.stonybrook.edu/vq/themmick/309/,9:31:00,38,1,27,15,,F,,Class
/Optics/Math,Determining the Bounds,"In order to complete our integral, we need to determine our bounds, setting them to ensure that we sum over every possible location that contributes light. ",https://apps.tlt.stonybrook.edu/vq/themmick/310/,6:05:00,38,0,27,15,,F,,Class
/Optics/Math,Solving the Integral,"We work through the integral that we built, now with the correct terms and bounds, and end up with quite a few terms that can be simplified. ",https://apps.tlt.stonybrook.edu/vq/themmick/311/,8:03:00,38,0,27,15,,F,,Class
/Optics/Math,Simplifying the Answer,"Because of our usage of Euler's Relation, we can simplify our result using the exponential product rule and basic rules of distribution.",https://apps.tlt.stonybrook.edu/vq/themmick/312/,9:00:00,38,1,27,15,,F,,Class
/Optics/Math,Sinc Function & Intensity Formula,"Continuing to work our result from before, Prof. Hemmick solves for the intensity function, and gets an interesting result which looks similar to what we calculated for a single slit, but with new terms. ",https://apps.tlt.stonybrook.edu/vq/themmick/313/,5:31:00,38,0,27,15,,F,,Class
/Optics/Math,Sketching Double Slit Intensity,"Using the intensity formula we solved for, Prof. Hemmick sketches the ""envelope"" intensity function for the double slit.",https://apps.tlt.stonybrook.edu/vq/themmick/314/,2:34:00,38,0,27,15,,F,108:51:00,Class
