Folder,Title,Description,Link,Length,Lecture No.,No. Clicker questions,Book,Book Type,Homework Assignment,Review Material,Book Length
/Problem Solving,East-North Vectors,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/461/,11:32,,,,ProblemSolving,,,
/Problem Solving,Take a Walk,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/462/,7:08,,,,ProblemSolving,,,
/Problem Solving,Shrek,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/463/,9:48,,,,ProblemSolving,,,
/Problem Solving,Football,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/464/,15:40,,,,ProblemSolving,,,
/Problem Solving,Block on a Ramp,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/465/,11:41,,,,ProblemSolving,,,
/Problem Solving,Force 12,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/466/,27:09,,,,ProblemSolving,,,
/Problem Solving,Tied Blocks,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/467/,10:50,,,,ProblemSolving,,,
/Problem Solving,Static Friction,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/468/,18:41,,,,ProblemSolving,,,
/Problem Solving,Sliding Ramp,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/469/,15:55,,,,ProblemSolving,,,
/Problem Solving,Compound Pulley,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/470/,10:21,,,,ProblemSolving,,,
/Problem Solving,Gravitron,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/471/,7:41,,,,ProblemSolving,,,
/Problem Solving,Chair Swing,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/472/,6:55,,,,ProblemSolving,,,
/Problem Solving,Martini Swirl,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/473/,6:14,,,,ProblemSolving,,,
/Problem Solving,Space Shuttle,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/474/,8:07,,,,ProblemSolving,,,
/Problem Solving,Conservation of Energy,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/475/,14:28,,,,ProblemSolving,,,
/Problem Solving,Bullet & the Block,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/476/,7:35,,,,ProblemSolving,,,
/Problem Solving,Batman & Joker,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/477/,9:33,,,,ProblemSolving,,,
/Problem Solving,Elastic Collisions,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/478/,12:42,,,,ProblemSolving,,,
/Problem Solving,Exploding Rocket,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/479/,10:49,,,,ProblemSolving,,,
/Problem Solving,Propeller,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/480/,21:29,,,,ProblemSolving,,,
/Problem Solving,Grindstone,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/481/,8:43,,,,ProblemSolving,,,
/Problem Solving,Cylinder Race,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/482/,11:21,,,,ProblemSolving,,,
/Problem Solving,Falling Buckets,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/483/,5:55,,,,ProblemSolving,,,
/Problem Solving,Falling Roach,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/484/,6:25,,,,ProblemSolving,,,
/Problem Solving,Atwood's Machine,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/485/,5:27,,,,ProblemSolving,,,
/Problem Solving,Diving Board,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/486/,10:40,,,,ProblemSolving,,,
